Event_ID,Product_ID,Submission_ID,Lifecycle_Stage,Stage_Order,Stage_Start_Date,Stage_End_Date,Stage_Duration_Days,Event_Status
1072681,114531,528781,Development,1,2024-01-07,2024-05-04,118.7,Completed
1072682,114531,528781,Submission Preparation,2,2024-05-04,2024-06-11,38.7,Completed
1072683,114531,528781,Regulatory Submission,3,2024-06-12,2024-06-19,7.8,Completed
1072684,114531,528781,Regulatory Review,4,2024-06-20,2024-09-04,76.9,Completed
1072685,114531,528781,Approval,5,2024-09-05,2024-09-24,19.0,In Progress
1072686,114531,528781,Post-Market Monitoring,6,2024-09-24,2024-12-05,72.8,In Progress
1072687,113112,528782,Development,1,2024-07-25,2024-11-30,128.1,Completed
1072688,113112,528782,Submission Preparation,2,2024-11-30,2025-01-22,53.1,Completed
1072689,113112,528782,Regulatory Submission,3,2025-01-22,2025-01-31,9.9,Completed
1072690,113112,528782,Regulatory Review,4,2025-02-01,2025-04-09,67.8,Completed
1072691,113112,528782,Approval,5,2025-04-09,2025-04-24,15.7,In Progress
1072692,113112,528782,Post-Market Monitoring,6,2025-04-25,2025-08-01,98.2,In Progress
1072693,111076,528783,Development,1,2024-03-27,2024-08-04,130.4,Completed
1072694,111076,528783,Submission Preparation,2,2024-08-04,2024-09-23,50.5,Completed
1072695,111076,528783,Regulatory Submission,3,2024-09-23,2024-09-30,7.5,Completed
1072696,111076,528783,Regulatory Review,4,2024-10-01,2024-11-09,39.9,Completed
1072697,111076,528783,Approval,5,2024-11-10,2024-11-28,18.7,Completed
1072698,111076,528783,Post-Market Monitoring,6,2024-11-29,2025-02-27,90.0,Completed
1072699,110793,528784,Development,1,2023-07-26,2024-01-04,162.3,Completed
1072700,110793,528784,Submission Preparation,2,2024-01-04,2024-02-16,43.6,Completed
1072701,110793,528784,Regulatory Submission,3,2024-02-16,2024-02-29,13.1,Completed
1072702,110793,528784,Regulatory Review,4,2024-03-01,2024-04-26,56.0,Completed
1072703,110793,528784,Approval,5,2024-04-26,2024-05-14,18.8,Completed
1072704,110793,528784,Post-Market Monitoring,6,2024-05-14,2024-09-08,117.4,Completed
1072705,111985,528785,Development,1,2024-03-30,2024-09-13,167.1,Completed
1072706,111985,528785,Submission Preparation,2,2024-09-13,2024-10-28,45.5,Completed
1072707,111985,528785,Regulatory Submission,3,2024-10-28,2024-11-05,8.0,Completed
1072708,111985,528785,Regulatory Review,4,2024-11-05,2025-02-11,98.5,Completed
1072709,111985,528785,Approval,5,2025-02-12,2025-02-27,15.1,Completed
1072710,111985,528785,Post-Market Monitoring,6,2025-02-27,2025-06-20,113.2,Completed
1072711,100577,528786,Development,1,2024-04-20,2024-10-16,179.2,Completed
1072712,100577,528786,Submission Preparation,2,2024-10-16,2024-11-28,43.5,Completed
1072713,100577,528786,Regulatory Submission,3,2024-11-28,2024-12-08,10.3,Completed
1072714,100577,528786,Regulatory Review,4,2024-12-09,2025-03-21,102.5,Completed
1072715,100577,528786,Approval,5,2025-03-21,2025-04-06,16.5,Completed
1072716,100577,528786,Post-Market Monitoring,6,2025-04-07,2025-08-17,132.0,Completed
1072717,103082,528787,Development,1,2022-12-28,2023-06-08,162.7,Completed
1072718,103082,528787,Submission Preparation,2,2023-06-08,2023-08-02,55.3,Completed
1072719,103082,528787,Regulatory Submission,3,2023-08-03,2023-08-11,8.7,Completed
1072720,103082,528787,Regulatory Review,4,2023-08-11,2023-09-18,38.4,Completed
1072721,103082,528787,Approval,5,2023-09-19,2023-09-27,8.7,Completed
1072722,103082,528787,Post-Market Monitoring,6,2023-09-27,2023-12-14,78.1,Completed
1072723,112146,528788,Development,1,2024-08-11,2025-02-06,179.7,Completed
1072724,112146,528788,Submission Preparation,2,2025-02-06,2025-03-08,30.7,Completed
1072725,112146,528788,Regulatory Submission,3,2025-03-09,2025-03-18,9.7,Completed
1072726,112146,528788,Regulatory Review,4,2025-03-19,2025-05-20,62.3,Completed
1072727,112146,528788,Approval,5,2025-05-20,2025-06-06,17.3,In Progress
1072728,112146,528788,Post-Market Monitoring,6,2025-06-06,2025-08-04,59.2,In Progress
1072729,113802,528789,Development,1,2023-02-08,2023-05-13,94.8,Completed
1072730,113802,528789,Submission Preparation,2,2023-05-13,2023-06-19,37.6,Completed
1072731,113802,528789,Regulatory Submission,3,2023-06-20,2023-07-07,17.4,Completed
1072732,113802,528789,Regulatory Review,4,2023-07-07,2023-09-10,65.2,Completed
1072733,113802,528789,Approval,5,2023-09-11,2023-09-18,7.2,In Progress
1072734,113802,528789,Post-Market Monitoring,6,2023-09-18,2023-11-20,63.3,In Progress
1072735,106096,528790,Development,1,2024-04-18,2024-09-23,158.9,Completed
1072736,106096,528790,Submission Preparation,2,2024-09-23,2024-11-08,46.4,Completed
1072737,106096,528790,Regulatory Submission,3,2024-11-09,2024-11-16,7.5,Completed
1072738,106096,528790,Regulatory Review,4,2024-11-16,2025-02-02,78.3,Completed
1072739,106096,528790,Approval,5,2025-02-03,2025-02-16,13.2,Completed
1072740,106096,528790,Post-Market Monitoring,6,2025-02-16,2025-05-03,76.8,Completed
1072741,108023,528791,Development,1,2022-04-04,2022-06-30,87.5,Completed
1072742,108023,528791,Submission Preparation,2,2022-06-30,2022-08-08,39.2,Completed
1072743,108023,528791,Regulatory Submission,3,2022-08-08,2022-08-24,16.8,Completed
1072744,108023,528791,Regulatory Review,4,2022-08-25,2023-01-04,132.8,Completed
1072745,108023,528791,Approval,5,2023-01-05,2023-01-20,15.2,In Progress
1072746,108023,528791,Post-Market Monitoring,6,2023-01-20,2023-04-20,90.0,In Progress
1072747,110868,528792,Development,1,2022-05-01,2022-08-08,99.1,Completed
1072748,110868,528792,Submission Preparation,2,2022-08-08,2022-09-12,35.5,Completed
1072749,110868,528792,Regulatory Submission,3,2022-09-12,2022-09-24,12.2,Completed
1072750,110868,528792,Regulatory Review,4,2022-09-24,2022-12-19,86.1,Completed
1072751,110868,528792,Approval,5,2022-12-19,2023-01-06,18.0,In Progress
1072752,110868,528792,Post-Market Monitoring,6,2023-01-06,2023-03-23,76.5,In Progress
1072753,106663,528793,Development,1,2022-10-17,2023-02-15,121.2,Completed
1072754,106663,528793,Submission Preparation,2,2023-02-15,2023-04-11,55.4,Completed
1072755,106663,528793,Regulatory Submission,3,2023-04-11,2023-04-22,11.4,Completed
1072756,106663,528793,Regulatory Review,4,2023-04-23,2023-07-23,91.4,Completed
1072757,106663,528793,Approval,5,2023-07-23,2023-08-03,11.0,In Progress
1072758,106663,528793,Post-Market Monitoring,6,2023-08-03,2023-10-10,68.5,In Progress
1072759,105897,528794,Development,1,2024-06-11,2024-10-17,128.2,Completed
1072760,105897,528794,Submission Preparation,2,2024-10-17,2024-12-10,54.3,Completed
1072761,105897,528794,Regulatory Submission,3,2024-12-10,2024-12-23,13.6,Completed
1072762,105897,528794,Regulatory Review,4,2024-12-24,2025-03-11,77.6,Completed
1072763,105897,528794,Approval,5,2025-03-11,2025-03-18,7.7,In Progress
1072764,105897,528794,Post-Market Monitoring,6,2025-03-19,2025-06-07,80.9,In Progress
1072765,114896,528795,Development,1,2023-02-02,2023-07-17,165.4,Completed
1072766,114896,528795,Submission Preparation,2,2023-07-17,2023-09-03,48.5,Completed
1072767,114896,528795,Regulatory Submission,3,2023-09-03,2023-09-14,11.4,Completed
1072768,114896,528795,Regulatory Review,4,2023-09-15,2023-12-18,94.6,Completed
1072769,114896,528795,Approval,5,2023-12-18,2023-12-21,3.7,Completed
1072770,114896,528795,Post-Market Monitoring,6,2023-12-22,2024-05-10,140.0,Completed
1072771,111635,528796,Development,1,2024-12-25,2025-03-13,78.5,Completed
1072772,111635,528796,Submission Preparation,2,2025-03-13,2025-04-15,33.8,Completed
1072773,111635,528796,Regulatory Submission,3,2025-04-16,2025-05-05,19.7,Completed
1072774,111635,528796,Regulatory Review,4,2025-05-06,2025-07-11,66.6,Completed
1072775,111635,528796,Approval,5,2025-07-11,2025-07-30,19.3,Completed
1072776,111635,528796,Post-Market Monitoring,6,2025-07-30,2025-11-29,122.9,Completed
1072777,113985,528797,Development,1,2023-02-07,2023-07-15,158.6,Completed
1072778,113985,528797,Submission Preparation,2,2023-07-15,2023-08-21,37.0,Completed
1072779,113985,528797,Regulatory Submission,3,2023-08-21,2023-09-02,12.7,Completed
1072780,113985,528797,Regulatory Review,4,2023-09-03,2023-12-09,97.3,Completed
1072781,113985,528797,Approval,5,2023-12-09,2023-12-30,21.4,In Progress
1072782,113985,528797,Post-Market Monitoring,6,2023-12-30,2024-04-07,99.9,In Progress
1072783,109958,528798,Development,1,2023-11-22,2024-03-31,130.1,Completed
1072784,109958,528798,Submission Preparation,2,2024-03-31,2024-05-18,48.5,Completed
1072785,109958,528798,Regulatory Submission,3,2024-05-18,2024-05-26,8.7,Completed
1072786,109958,528798,Regulatory Review,4,2024-05-27,2024-08-10,75.5,Completed
1072787,109958,528798,Approval,5,2024-08-10,2024-08-30,20.6,Completed
1072788,109958,528798,Post-Market Monitoring,6,2024-08-31,2024-11-05,66.2,Completed
1072789,101286,528799,Development,1,2022-12-17,2023-02-21,66.4,Completed
1072790,101286,528799,Submission Preparation,2,2023-02-21,2023-04-06,44.1,Completed
1072791,101286,528799,Regulatory Submission,3,2023-04-06,2023-04-13,7.0,Completed
1072792,101286,528799,Regulatory Review,4,2023-04-13,2023-07-02,80.3,Completed
1072793,101286,528799,Approval,5,2023-07-02,2023-07-16,14.5,Completed
1072794,101286,528799,Post-Market Monitoring,6,2023-07-17,2023-10-27,102.6,Completed
1072795,110085,528800,Development,1,2024-12-20,2025-03-22,92.6,Completed
1072796,110085,528800,Submission Preparation,2,2025-03-22,2025-05-04,43.7,Completed
1072797,110085,528800,Regulatory Submission,3,2025-05-05,2025-05-10,5.5,Completed
1072798,110085,528800,Regulatory Review,4,2025-05-10,2025-08-08,90.2,Completed
1072799,110085,528800,Approval,5,2025-08-09,2025-09-07,29.7,In Progress
1072800,110085,528800,Post-Market Monitoring,6,2025-09-07,2025-11-27,81.6,In Progress
1072801,105634,528801,Development,1,2022-03-06,2022-05-23,78.2,Completed
1072802,105634,528801,Submission Preparation,2,2022-05-23,2022-07-11,49.3,Completed
1072803,105634,528801,Regulatory Submission,3,2022-07-11,2022-07-25,14.5,Completed
1072804,105634,528801,Regulatory Review,4,2022-07-26,2022-10-18,84.5,Completed
1072805,105634,528801,Approval,5,2022-10-18,2022-10-27,9.9,In Progress
1072806,105634,528801,Post-Market Monitoring,6,2022-10-28,2023-01-30,94.0,In Progress
1072807,113226,528802,Development,1,2023-09-03,2024-01-03,122.7,Completed
1072808,113226,528802,Submission Preparation,2,2024-01-03,2024-02-16,44.1,Completed
1072809,113226,528802,Regulatory Submission,3,2024-02-16,2024-02-24,8.2,Completed
1072810,113226,528802,Regulatory Review,4,2024-02-25,2024-04-12,47.6,Completed
1072811,113226,528802,Approval,5,2024-04-12,2024-04-27,15.2,In Progress
1072812,113226,528802,Post-Market Monitoring,6,2024-04-27,2024-08-02,97.1,In Progress
1072813,113777,528803,Development,1,2023-10-06,2024-02-19,136.4,Completed
1072814,113777,528803,Submission Preparation,2,2024-02-19,2024-04-01,42.7,Completed
1072815,113777,528803,Regulatory Submission,3,2024-04-02,2024-04-08,6.7,Completed
1072816,113777,528803,Regulatory Review,4,2024-04-08,2024-07-26,109.2,Completed
1072817,113777,528803,Approval,5,2024-07-27,2024-08-06,10.1,Completed
1072818,113777,528803,Post-Market Monitoring,6,2024-08-06,2024-11-18,104.4,Completed
1072819,112384,528804,Development,1,2022-01-27,2022-07-22,176.2,Completed
1072820,112384,528804,Submission Preparation,2,2022-07-22,2022-09-12,52.4,Completed
1072821,112384,528804,Regulatory Submission,3,2022-09-12,2022-09-26,14.4,Completed
1072822,112384,528804,Regulatory Review,4,2022-09-27,2022-12-01,65.1,Completed
1072823,112384,528804,Approval,5,2022-12-01,2022-12-12,11.3,In Progress
1072824,112384,528804,Post-Market Monitoring,6,2022-12-12,2023-02-13,63.4,In Progress
1072825,108123,528805,Development,1,2022-12-26,2023-04-06,101.1,Completed
1072826,108123,528805,Submission Preparation,2,2023-04-06,2023-05-15,39.1,Completed
1072827,108123,528805,Regulatory Submission,3,2023-05-15,2023-05-29,14.4,Completed
1072828,108123,528805,Regulatory Review,4,2023-05-29,2023-08-06,69.2,Completed
1072829,108123,528805,Approval,5,2023-08-06,2023-08-18,12.2,Completed
1072830,108123,528805,Post-Market Monitoring,6,2023-08-19,2023-10-27,69.6,Completed
1072831,107386,528806,Development,1,2023-02-08,2023-06-26,138.6,Completed
1072832,107386,528806,Submission Preparation,2,2023-06-26,2023-08-08,43.0,Completed
1072833,107386,528806,Regulatory Submission,3,2023-08-08,2023-08-14,6.6,Completed
1072834,107386,528806,Regulatory Review,4,2023-08-15,2023-11-23,100.9,Completed
1072835,107386,528806,Approval,5,2023-11-24,2023-12-14,20.1,Completed
1072836,107386,528806,Post-Market Monitoring,6,2023-12-14,2024-03-09,86.4,Completed
1072837,104608,528807,Development,1,2022-04-03,2022-07-17,105.8,Completed
1072838,104608,528807,Submission Preparation,2,2022-07-17,2022-09-04,49.5,Completed
1072839,104608,528807,Regulatory Submission,3,2022-09-05,2022-09-22,17.0,Completed
1072840,104608,528807,Regulatory Review,4,2022-09-22,2022-12-23,92.0,Completed
1072841,104608,528807,Approval,5,2022-12-23,2023-01-02,10.5,Completed
1072842,104608,528807,Post-Market Monitoring,6,2023-01-02,2023-02-26,55.5,Completed
1072843,109925,528808,Development,1,2022-12-05,2023-02-15,72.2,Completed
1072844,109925,528808,Submission Preparation,2,2023-02-15,2023-04-11,55.0,Completed
1072845,109925,528808,Regulatory Submission,3,2023-04-11,2023-04-23,12.9,Completed
1072846,109925,528808,Regulatory Review,4,2023-04-24,2023-07-06,73.5,Completed
1072847,109925,528808,Approval,5,2023-07-06,2023-07-26,20.4,Completed
1072848,109925,528808,Post-Market Monitoring,6,2023-07-27,2023-10-15,80.6,Completed
1072849,109278,528809,Development,1,2023-01-20,2023-05-10,110.3,Completed
1072850,109278,528809,Submission Preparation,2,2023-05-10,2023-07-01,52.4,Completed
1072851,109278,528809,Regulatory Submission,3,2023-07-01,2023-07-10,9.8,Completed
1072852,109278,528809,Regulatory Review,4,2023-07-11,2023-09-08,59.2,Completed
1072853,109278,528809,Approval,5,2023-09-08,2023-09-26,18.5,Completed
1072854,109278,528809,Post-Market Monitoring,6,2023-09-27,2024-02-19,145.6,Completed
1072855,105683,528810,Development,1,2022-05-09,2022-10-01,145.1,Completed
1072856,105683,528810,Submission Preparation,2,2022-10-01,2022-11-11,41.2,Completed
1072857,105683,528810,Regulatory Submission,3,2022-11-11,2022-11-21,10.4,Completed
1072858,105683,528810,Regulatory Review,4,2022-11-21,2022-12-20,29.2,Completed
1072859,105683,528810,Approval,5,2022-12-20,2023-01-03,14.7,Completed
1072860,105683,528810,Post-Market Monitoring,6,2023-01-04,2023-03-25,80.1,Completed
1072861,114381,528811,Development,1,2024-12-18,2025-03-31,103.3,Completed
1072862,114381,528811,Submission Preparation,2,2025-03-31,2025-05-05,35.8,Completed
1072863,114381,528811,Regulatory Submission,3,2025-05-06,2025-05-16,10.9,Completed
1072864,114381,528811,Regulatory Review,4,2025-05-17,2025-08-01,76.5,Completed
1072865,114381,528811,Approval,5,2025-08-01,2025-08-21,20.7,Completed
1072866,114381,528811,Post-Market Monitoring,6,2025-08-22,2025-11-28,98.6,Completed
1072867,109900,528812,Development,1,2023-02-25,2023-05-25,89.5,Completed
1072868,109900,528812,Submission Preparation,2,2023-05-25,2023-07-28,64.7,Completed
1072869,109900,528812,Regulatory Submission,3,2023-07-29,2023-08-05,7.0,Completed
1072870,109900,528812,Regulatory Review,4,2023-08-05,2023-11-08,95.1,Completed
1072871,109900,528812,Approval,5,2023-11-08,2023-12-03,25.4,Completed
1072872,109900,528812,Post-Market Monitoring,6,2023-12-03,2024-01-26,54.9,Completed
1072873,104158,528813,Development,1,2024-04-04,2024-08-22,140.4,Completed
1072874,104158,528813,Submission Preparation,2,2024-08-22,2024-09-21,30.1,Completed
1072875,104158,528813,Regulatory Submission,3,2024-09-21,2024-10-04,13.6,Completed
1072876,104158,528813,Regulatory Review,4,2024-10-05,2024-12-05,61.1,Completed
1072877,104158,528813,Approval,5,2024-12-05,2024-12-18,13.0,In Progress
1072878,104158,528813,Post-Market Monitoring,6,2024-12-18,2025-04-17,120.3,In Progress
1072879,103999,528814,Development,1,2022-06-23,2022-12-02,162.6,Completed
1072880,103999,528814,Submission Preparation,2,2022-12-02,2023-01-30,59.8,Completed
1072881,103999,528814,Regulatory Submission,3,2023-01-31,2023-02-06,6.6,Completed
1072882,103999,528814,Regulatory Review,4,2023-02-06,2023-03-19,41.1,Completed
1072883,103999,528814,Approval,5,2023-03-20,2023-04-02,13.6,Completed
1072884,103999,528814,Post-Market Monitoring,6,2023-04-02,2023-05-06,34.5,Completed
1072885,102162,528815,Development,1,2024-02-05,2024-05-25,110.5,Completed
1072886,102162,528815,Submission Preparation,2,2024-05-25,2024-07-19,55.0,Completed
1072887,102162,528815,Regulatory Submission,3,2024-07-19,2024-08-05,17.5,Completed
1072888,102162,528815,Regulatory Review,4,2024-08-06,2024-11-20,106.8,Completed
1072889,102162,528815,Approval,5,2024-11-20,2024-12-07,17.4,Completed
1072890,102162,528815,Post-Market Monitoring,6,2024-12-08,2025-02-23,77.7,Completed
1072891,108587,528816,Development,1,2023-08-22,2023-12-21,121.0,Completed
1072892,108587,528816,Submission Preparation,2,2023-12-21,2024-01-31,41.4,Completed
1072893,108587,528816,Regulatory Submission,3,2024-01-31,2024-02-10,10.3,Completed
1072894,108587,528816,Regulatory Review,4,2024-02-10,2024-03-23,42.0,Completed
1072895,108587,528816,Approval,5,2024-03-23,2024-04-12,20.2,Completed
1072896,108587,528816,Post-Market Monitoring,6,2024-04-12,2024-08-04,114.9,Completed
1072897,106402,528817,Development,1,2021-12-06,2022-04-13,128.6,Completed
1072898,106402,528817,Submission Preparation,2,2022-04-13,2022-05-27,44.5,Completed
1072899,106402,528817,Regulatory Submission,3,2022-05-28,2022-06-15,18.6,Completed
1072900,106402,528817,Regulatory Review,4,2022-06-15,2022-09-11,88.4,Completed
1072901,106402,528817,Approval,5,2022-09-12,2022-09-29,17.9,Completed
1072902,106402,528817,Post-Market Monitoring,6,2022-09-30,2023-01-22,114.6,Completed
1072903,112216,528818,Development,1,2023-10-24,2024-04-19,178.1,Completed
1072904,112216,528818,Submission Preparation,2,2024-04-19,2024-05-27,38.3,Completed
1072905,112216,528818,Regulatory Submission,3,2024-05-27,2024-06-06,10.8,Completed
1072906,112216,528818,Regulatory Review,4,2024-06-07,2024-08-31,85.6,Completed
1072907,112216,528818,Approval,5,2024-08-31,2024-09-20,20.5,Completed
1072908,112216,528818,Post-Market Monitoring,6,2024-09-21,2024-12-28,98.7,Completed
1072909,101420,528819,Development,1,2022-02-16,2022-06-04,108.3,Completed
1072910,101420,528819,Submission Preparation,2,2022-06-04,2022-07-30,56.8,Completed
1072911,101420,528819,Regulatory Submission,3,2022-07-31,2022-08-11,11.5,Completed
1072912,101420,528819,Regulatory Review,4,2022-08-11,2022-11-25,106.1,Completed
1072913,101420,528819,Approval,5,2022-11-25,2022-12-08,13.0,Completed
1072914,101420,528819,Post-Market Monitoring,6,2022-12-08,2023-02-22,76.6,Completed
1072915,107575,528820,Development,1,2022-02-01,2022-07-21,170.2,Completed
1072916,107575,528820,Submission Preparation,2,2022-07-21,2022-09-02,43.2,Completed
1072917,107575,528820,Regulatory Submission,3,2022-09-02,2022-09-11,9.9,Completed
1072918,107575,528820,Regulatory Review,4,2022-09-12,2022-11-01,50.4,Completed
1072919,107575,528820,Approval,5,2022-11-01,2022-11-21,20.9,In Progress
1072920,107575,528820,Post-Market Monitoring,6,2022-11-22,2023-02-27,97.2,In Progress
1072921,101477,528821,Development,1,2022-09-05,2023-01-10,127.8,Completed
1072922,101477,528821,Submission Preparation,2,2023-01-10,2023-02-21,42.0,Completed
1072923,101477,528821,Regulatory Submission,3,2023-02-21,2023-03-14,21.8,Completed
1072924,101477,528821,Regulatory Review,4,2023-03-15,2023-06-27,104.0,Completed
1072925,101477,528821,Approval,5,2023-06-27,2023-07-16,19.3,Completed
1072926,101477,528821,Post-Market Monitoring,6,2023-07-16,2023-09-15,61.4,Completed
1072927,110237,528822,Development,1,2023-08-18,2024-02-16,182.8,Completed
1072928,110237,528822,Submission Preparation,2,2024-02-16,2024-03-06,19.2,Completed
1072929,110237,528822,Regulatory Submission,3,2024-03-07,2024-03-12,5.9,Completed
1072930,110237,528822,Regulatory Review,4,2024-03-12,2024-04-04,23.9,Completed
1072931,110237,528822,Approval,5,2024-04-05,2024-04-24,19.0,Completed
1072932,110237,528822,Post-Market Monitoring,6,2024-04-24,2024-07-22,89.9,Completed
1072933,108488,528823,Development,1,2022-02-03,2022-07-31,178.6,Completed
1072934,108488,528823,Submission Preparation,2,2022-07-31,2022-09-05,36.1,Completed
1072935,108488,528823,Regulatory Submission,3,2022-09-05,2022-09-18,13.8,Completed
1072936,108488,528823,Regulatory Review,4,2022-09-19,2022-11-22,64.1,Completed
1072937,108488,528823,Approval,5,2022-11-22,2022-12-10,18.7,Completed
1072938,108488,528823,Post-Market Monitoring,6,2022-12-11,2023-02-23,74.5,Completed
1072939,104315,528824,Development,1,2023-12-23,2024-06-01,161.5,Completed
1072940,104315,528824,Submission Preparation,2,2024-06-01,2024-07-25,54.6,Completed
1072941,104315,528824,Regulatory Submission,3,2024-07-26,2024-08-05,10.4,Completed
1072942,104315,528824,Regulatory Review,4,2024-08-05,2024-11-11,98.6,Completed
1072943,104315,528824,Approval,5,2024-11-12,2024-11-30,18.8,Completed
1072944,104315,528824,Post-Market Monitoring,6,2024-11-30,2025-01-25,56.0,Completed
1072945,114874,528825,Development,1,2023-03-26,2023-08-22,149.9,Completed
1072946,114874,528825,Submission Preparation,2,2023-08-22,2023-10-01,40.9,Completed
1072947,114874,528825,Regulatory Submission,3,2023-10-02,2023-10-14,12.8,Completed
1072948,114874,528825,Regulatory Review,4,2023-10-15,2024-01-26,103.4,Completed
1072949,114874,528825,Approval,5,2024-01-27,2024-02-15,19.7,Completed
1072950,114874,528825,Post-Market Monitoring,6,2024-02-15,2024-05-01,76.3,Completed
1072951,112294,528826,Development,1,2022-06-24,2022-10-11,109.8,Completed
1072952,112294,528826,Submission Preparation,2,2022-10-11,2022-11-14,34.6,Completed
1072953,112294,528826,Regulatory Submission,3,2022-11-15,2022-11-22,7.3,Completed
1072954,112294,528826,Regulatory Review,4,2022-11-22,2023-03-06,104.3,Completed
1072955,112294,528826,Approval,5,2023-03-07,2023-03-22,15.6,Completed
1072956,112294,528826,Post-Market Monitoring,6,2023-03-22,2023-06-16,86.4,Completed
1072957,102930,528827,Development,1,2022-06-26,2022-12-15,172.4,Completed
1072958,102930,528827,Submission Preparation,2,2022-12-15,2023-02-02,49.8,Completed
1072959,102930,528827,Regulatory Submission,3,2023-02-03,2023-02-16,13.9,Completed
1072960,102930,528827,Regulatory Review,4,2023-02-17,2023-05-20,92.9,Completed
1072961,102930,528827,Approval,5,2023-05-21,2023-05-31,10.6,In Progress
1072962,102930,528827,Post-Market Monitoring,6,2023-05-31,2023-09-07,99.1,In Progress
1072963,107088,528828,Development,1,2024-09-16,2025-03-18,183.8,Completed
1072964,107088,528828,Submission Preparation,2,2025-03-18,2025-05-17,60.0,Completed
1072965,107088,528828,Regulatory Submission,3,2025-05-17,2025-05-28,11.8,Completed
1072966,107088,528828,Regulatory Review,4,2025-05-29,2025-07-22,54.3,Completed
1072967,107088,528828,Approval,5,2025-07-22,2025-07-30,8.3,In Progress
1072968,107088,528828,Post-Market Monitoring,6,2025-07-31,2025-10-08,69.0,In Progress
1072969,110323,528829,Development,1,2024-09-21,2024-12-21,91.6,Completed
1072970,110323,528829,Submission Preparation,2,2024-12-21,2025-02-05,46.4,Completed
1072971,110323,528829,Regulatory Submission,3,2025-02-06,2025-02-26,20.3,Completed
1072972,110323,528829,Regulatory Review,4,2025-02-26,2025-06-23,117.2,Completed
1072973,110323,528829,Approval,5,2025-06-23,2025-07-09,16.0,In Progress
1072974,110323,528829,Post-Market Monitoring,6,2025-07-09,2025-10-19,102.3,In Progress
1072975,105953,528830,Development,1,2024-11-29,2025-03-17,108.6,Completed
1072976,105953,528830,Submission Preparation,2,2025-03-17,2025-04-09,23.4,Completed
1072977,105953,528830,Regulatory Submission,3,2025-04-10,2025-04-14,4.5,Completed
1072978,105953,528830,Regulatory Review,4,2025-04-14,2025-06-08,55.6,Completed
1072979,105953,528830,Approval,5,2025-06-09,2025-06-28,19.3,In Progress
1072980,105953,528830,Post-Market Monitoring,6,2025-06-28,2025-09-21,85.4,In Progress
1072981,106996,528831,Development,1,2024-11-07,2025-01-29,83.1,Completed
1072982,106996,528831,Submission Preparation,2,2025-01-29,2025-03-02,32.2,Completed
1072983,106996,528831,Regulatory Submission,3,2025-03-02,2025-03-16,14.3,Completed
1072984,106996,528831,Regulatory Review,4,2025-03-16,2025-06-07,83.4,Completed
1072985,106996,528831,Approval,5,2025-06-08,2025-06-22,14.1,Completed
1072986,106996,528831,Post-Market Monitoring,6,2025-06-22,2025-08-20,59.3,Completed
1072987,100454,528832,Development,1,2024-04-21,2024-09-13,145.4,Completed
1072988,100454,528832,Submission Preparation,2,2024-09-13,2024-11-20,68.2,Completed
1072989,100454,528832,Regulatory Submission,3,2024-11-20,2024-11-29,9.7,Completed
1072990,100454,528832,Regulatory Review,4,2024-11-30,2025-02-26,88.1,Completed
1072991,100454,528832,Approval,5,2025-02-26,2025-03-15,17.7,Completed
1072992,100454,528832,Post-Market Monitoring,6,2025-03-16,2025-06-20,96.8,Completed
1072993,107266,528833,Development,1,2023-02-25,2023-04-30,64.3,Completed
1072994,107266,528833,Submission Preparation,2,2023-04-30,2023-06-13,44.5,Completed
1072995,107266,528833,Regulatory Submission,3,2023-06-13,2023-07-02,19.6,Completed
1072996,107266,528833,Regulatory Review,4,2023-07-03,2023-08-22,50.0,Completed
1072997,107266,528833,Approval,5,2023-08-22,2023-09-03,12.4,In Progress
1072998,107266,528833,Post-Market Monitoring,6,2023-09-03,2023-11-26,84.2,In Progress
1072999,101493,528834,Development,1,2023-12-13,2024-04-30,139.7,Completed
1073000,101493,528834,Submission Preparation,2,2024-04-30,2024-06-16,47.1,Completed
1073001,101493,528834,Regulatory Submission,3,2024-06-16,2024-07-03,17.7,Completed
1073002,101493,528834,Regulatory Review,4,2024-07-04,2024-09-10,68.0,Completed
1073003,101493,528834,Approval,5,2024-09-10,2024-09-22,12.2,Completed
1073004,101493,528834,Post-Market Monitoring,6,2024-09-22,2024-12-27,96.0,Completed
1073005,112609,528835,Development,1,2023-06-21,2023-10-19,120.2,Completed
1073006,112609,528835,Submission Preparation,2,2023-10-19,2023-12-10,52.8,Completed
1073007,112609,528835,Regulatory Submission,3,2023-12-11,2023-12-17,6.8,Completed
1073008,112609,528835,Regulatory Review,4,2023-12-17,2024-02-25,70.7,Completed
1073009,112609,528835,Approval,5,2024-02-26,2024-03-12,15.1,Completed
1073010,112609,528835,Post-Market Monitoring,6,2024-03-12,2024-05-01,50.3,Completed
1073011,101866,528836,Development,1,2022-12-11,2023-05-15,155.1,Completed
1073012,101866,528836,Submission Preparation,2,2023-05-15,2023-06-01,17.4,Completed
1073013,101866,528836,Regulatory Submission,3,2023-06-01,2023-06-12,11.8,Completed
1073014,101866,528836,Regulatory Review,4,2023-06-13,2023-09-09,88.7,Completed
1073015,101866,528836,Approval,5,2023-09-10,2023-09-23,13.4,In Progress
1073016,101866,528836,Post-Market Monitoring,6,2023-09-23,2023-12-21,89.1,In Progress
1073017,100947,528837,Development,1,2022-04-18,2022-07-02,75.3,Completed
